model name,number,active features,result
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.994
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.996
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.995
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.996
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.995
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.996
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.996
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.996
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.996
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.996
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.996
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.995
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.995
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.995
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.995
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.995
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.995
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.996
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.995
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.995
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.981
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.981
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.982
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.98
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.981
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.984
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.979
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.98
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.982
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.984
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.96
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.96
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.96
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.96
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.96
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.96
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.96
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.96
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.96
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.97
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.97
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.97
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.97
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.96
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.96
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.96
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.97
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.96
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.99
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.99
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.988
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.99
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.99
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.99
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.99
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.99
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.99
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.99
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.992
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.992
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.992
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.992
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.992
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.992
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.992
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.992
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.992
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.992
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.992
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.992
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.992
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.972
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.968
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.974
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.966
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.9
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.92
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.04
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.92
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.9
01001,9,"['AVG_DEGREE', 'NODES_IN_DANGER']",0.9
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.994
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.995
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.995
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.994
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.001
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.994
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.994
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.994
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.994
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.994
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.996
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.995
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.996
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.995
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.996
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.996
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.996
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.996
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.996
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.996
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.995
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.995
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.995
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.995
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.995
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.995
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.996
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.995
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.995
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.981
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.981
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.982
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.98
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.981
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.984
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.979
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.98
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.982
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.984
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.96
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.96
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.96
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.96
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.96
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.96
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.96
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.96
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.96
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.97
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.97
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.97
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.97
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.96
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.96
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.96
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.97
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.96
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.99
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.99
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.988
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.99
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.99
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.99
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.99
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.99
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.99
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.99
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.992
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.992
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.992
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.992
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.992
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.992
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.992
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.992
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.992
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.992
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.992
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.992
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.992
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.972
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.968
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.974
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.966
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.9
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.92
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.04
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.92
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.9
01010,10,"['AVG_DEGREE', 'BURNING_EDGES']",0.9
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.994
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.995
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.995
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.994
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.001
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.994
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.994
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.994
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.994
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.994
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.996
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.995
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.996
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.995
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.996
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.996
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.996
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.996
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.996
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.996
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.995
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.995
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.995
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.995
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.995
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.995
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.996
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.995
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.995
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.981
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.981
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.982
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.98
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.981
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.984
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.979
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.98
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.982
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.984
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.96
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.96
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.96
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.96
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.96
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.96
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.96
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.96
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.96
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.97
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.97
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.97
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.97
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.96
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.96
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.96
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.97
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.96
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.99
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.99
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.988
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.99
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.99
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.99
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.99
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.99
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.99
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.99
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.992
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.992
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.992
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.992
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.992
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.992
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.992
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.992
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.992
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.992
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.992
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.992
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.992
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.972
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.968
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.974
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.966
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.9
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.92
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.04
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.92
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.9
01011,11,"['AVG_DEGREE', 'BURNING_EDGES', 'NODES_IN_DANGER']",0.9
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.994
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.995
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.995
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.994
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.001
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.994
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.994
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.994
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.994
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.994
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.996
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.995
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.996
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.995
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.996
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.996
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.996
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.996
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.996
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.996
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.995
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.995
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.995
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.995
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.995
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.995
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.996
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.995
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.995
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.981
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.981
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.982
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.98
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.981
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.984
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.979
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.98
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.982
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.984
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.96
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.96
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.96
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.96
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.96
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.96
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.96
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.96
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.96
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.97
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.97
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.97
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.97
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.96
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.96
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.96
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.97
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.96
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.99
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.99
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.988
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.99
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.99
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.99
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.99
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.99
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.99
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.99
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.992
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.992
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.992
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.992
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.992
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.992
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.992
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.992
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.992
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.992
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.992
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.992
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.992
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.972
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.968
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.974
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.966
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.9
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.92
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.04
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.92
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.9
01100,12,"['AVG_DEGREE', 'BURNING_NODES']",0.9
01101,13,"['AVG_DEGREE', 'BURNING_NODES', 'NODES_IN_DANGER']",0.994
01101,13,"['AVG_DEGREE', 'BURNING_NODES', 'NODES_IN_DANGER']",0.995
01101,13,"['AVG_DEGREE', 'BURNING_NODES', 'NODES_IN_DANGER']",0.995
01101,13,"['AVG_DEGREE', 'BURNING_NODES', 'NODES_IN_DANGER']",0.994
01101,13,"['AVG_DEGREE', 'BURNING_NODES', 'NODES_IN_DANGER']",0.001
01101,13,"['AVG_DEGREE', 'BURNING_NODES', 'NODES_IN_DANGER']",0.994
01101,13,"['AVG_DEGREE', 'BURNING_NODES', 'NODES_IN_DANGER']",0.994
01101,13,"['AVG_DEGREE', 'BURNING_NODES', 'NODES_IN_DANGER']",0.994
01101,13,"['AVG_DEGREE', 'BURNING_NODES', 'NODES_IN_DANGER']",0.994
01101,13,"['AVG_DEGREE', 'BURNING_NODES', 'NODES_IN_DANGER']",0.994
01101,13,"['AVG_DEGREE', 'BURNING_NODES', 'NODES_IN_DANGER']",0.996
01101,13,"['AVG_DEGREE', 'BURNING_NODES', 'NODES_IN_DANGER']",0.995
01101,13,"['AVG_DEGREE', 'BURNING_NODES', 'NODES_IN_DANGER']",0.996
01101,13,"['AVG_DEGREE', 'BURNING_NODES', 'NODES_IN_DANGER']",0.995
01101,13,"['AVG_DEGREE', 'BURNING_NODES', 'NODES_IN_DANGER']",0.996
